This list is dynamic and is subject to change. This cashless hospital list is valid for 3 days from the report generate date. Please call the hospital to confirm availability of cashless hospital before admission.
Name,Address,State,City,PinCode,Phone,Email
Dr Agarwals Eye Hospital Ltd,"No:76/2, Arcot Road, Porur",Tamil Nadu,Chennai,600116,9444366551,COUNSELLOR_PORUR@DRAGARWAL.CO.IN
Dr Agarwals Eye Hospital Ltd,No:47 Cuddalore Main Road Near Jayapriya Theatre Mandarkuppam,Tamil Nadu,Neyveli,607803,04142 - 262233,neyveli@dragarwal.com
Dr Agarwals Eye Hospital Ltd,No:136 1st Floor Nethaji By Pass Road Opp To Rama Hotel,Tamil Nadu,Dharmapuri,636701,9789979508,dharmapuri@dragarwal.com
Dr Agarwals Eye Hospital Ltd,No:27 100 Feet Road Taramani Vallachery,Tamil Nadu,Chennai,638009,9444993108,VELACHERY@DRAGARWAL.COM
Dr Agarwals Eye Hospital Ltd,"157/14, Jawaharlal Neharu Road Opp:St.Annes Matriculation Schoo, Thiruvallur",Tamil Nadu,Chennai,602001,9445020091,TIRUVALLUR@DRAGARWAL.COM
Dr Agarwals Eye Hospital Ltd,No:72/3 R S Towers Bangaloremain Road,Tamil Nadu,Hosur,635109,9445020000,HOSUR@DRAGARWAL.COM
Dr Agarwals Eye Hospital Ltd,"No. 19, Trichytrunk Road, Villupuram",Tamil Nadu,VILLUPURAM,605602,9445020000,COUNSELLOR_VILLUPURAM@DRAGARWAL.CO.IN
Dr Agarwals Eye Hospital Ltd,"No. 19/1, Officers Line , Vellore",Tamil Nadu,Vellore,632001,9445021731,VELLORE@DRAGARWAL.COM
Dr Agarwals Eye Hospital Ltd,"No. 32b, Indira Gandhi Road, Kanchipuram",Tamil Nadu,Kanchipuram,631502,9445020000,KANCHI@DRAGARWAL.COM
Dr Agarwals Eye Hospital Ltd,"B - 63, Siva Elango Salai, Periyar Nagar",Tamil Nadu,Chennai,600082,9445020000,PERAMBUR@DRAGARWAL.COM
Dr Agarwals Eye Hospital Ltd,"222, TT Krishnamachari Rd, Near Raj Park Hotel, Parthasarathypuram",Tamil Nadu,Chennai,600086,9444449689,CREDITBILLS@DRAGARWAL.COM
Dr Agarwals Eye Hospital ,"Radhika Reddy Arcade Plot No. 3&53, Colony, Jayabheri Pine Valley, Gachibowli, Hyderabad, Telangana",Telangana,Hyderabad,500032,,
Dr Agarwals Health Care Limited,"Rene Tower, 1st Floor, Plot No. AA1, 1842, Rajdanga Main Road",West Bengal,Kolkata,700107,8585067906,KASBA@DRAGARWAL.COM
Dr Agarwals Health Care Ltd,"no-7.1st floor,dev aurum showroom and office,anandnagar cross road,oppsite madhur hall,prahaladnagar",Gujarat,Ahmedabad,380015,7948910111,
Dr Agarwals Health Care Ltd,"Door No: 54-9-8, Addepalli Colony,",Andhra Pradesh,Rajahmundry,533103,0883-2555389,RAJAHMUNDRY@DRAGARWAL.COM
Dr Agarwals Healthcare Ltd.,"Lotus Court,S.No 127/1,Plot No 7,ITI Road",Maharashtra,Pune,411027,9871218795,AUNDH@DRAGARWAL.COM
Dr Aggarwals Eye Clinic,"F 17, Moti Nagar, New Delhi 110015",Delhi,New Delhi,110015,9250960546,AGGARWAL.EYEDR@GMAIL.COM
Dr Agnes Joseph Hospital,"25, Chatram Street, Mvrvgankvrichi",Tamil Nadu,Tirunelveli,627002,0462 - 2580979,dr_agnes@rediffmail.com
Dr Ajay Soods Eye Hospital,"Shree Wardhan Complex, Wardha Road",Maharashtra,Nagpur,402107,0712 - 2435535,AJSOOD1979@GMAIL.COM
Dr Ajayans Multispeciality Hospital,"Plot No 6, Sector9, R.G Naik School Ground",Maharashtra,Mumbai,400709,022 - 27542254 / 27546468,ajayanshospital@gmail.com
Dr Ajeet Hospital,"CC 14 Riico Industrial Area, Neemrana",Rajasthan,Alwar,301705,8901111215,drajeethospital@gmail.com
Dr Akbar Eye Hospital,"No. 12-234, 6th Lane, Sai Nagar",Andhra Pradesh,Anantapur,515001,235009,akbareyeatp668@gmail.com
Dr Amar Karkhanis Super Speciality Hospital,"Soham Garden North-East Wing, Tikuj-Ni-Wadi Road Manpada",Maharashtra,Mumbai,400607,9920790204,DR_AMAR_K@REDIFFMAIL.COM
Dr Andals Lakshmi Fertility Clinic,"Pogathota, 16-2-94, Nellore, Nellore(Dt)",Andhra Pradesh,Nellore,524001,9000808592,ANDALBSK@YAHOO.COM
Dr Anil Kulkarni Eye Hospital,"21, Hiremath Plots, Near Vantmure Corner, Sangali Road, Miraj",Maharashtra,Sangli,410206,9822058204,ANILKEYE@GMAIL.COM
Dr Anil Kumars Eye Hospital,"2d-1, Psr Road, Sivakasi",Tamil Nadu,Sivakasi,626123,9840878000,DREYEANIL@YAHOO.COM
Dr Anji Reddy Multi Spl Hospital,"16/682, Piduguralla Main Raod",Andhra Pradesh,Guntur,522413,9440506312,YOGISANJAY@YAHOO.COM
Dr Anji Reddy Super Specialiy Hospital,02-15-82,Andhra Pradesh,Guntur,522601,222234,INFO.ANJIREDDYNRT@GMAIL.COM
Dr Anuj Mittal Nursing Home,"Near Bus Stand , Krishna Colony, Dm Road, Palwal, Haryana",Haryana,Palwal,121102,9050770836,anujmittal1976@gmail.com
Dr Arjun Skin Clinic,NO 38 C 1ST FLOOR REDHILL ROAD NEAR RAKKI CINEMAS AMBATTUR CHENNAI ,Tamil Nadu,Chennai,600053,,
Dr Arti Manoj Hospital,Rajpur Chungi,Uttar Pradesh,Agra,282001,9412262470,PKGPENGORIA@YAHOO.CO.IN
Dr Arvind Vision Care Eye Hospital,"61, Reddypalayam Road, Mogappair West, Chennai",Tamil Nadu,Chennai,600037,8807395008,AVCHOSPITAL@HOTMAIL.COM
Dr Arvind Vision Care Eye Hospital,"#13, Mutt Street, Kumbakonam",Tamil Nadu,Thanjavur,612001,8925086413,AVCHOSPITAL@GMAIL.COM
Dr Atray Eye Hospital,"19-20, First Floor, Town Hall, Link Road, Near Corporation Bank",Rajasthan,Udaipur,313001,9829041330,JPATREYA@YAHOO.COM
Dr Atul Shah Eye Hospital,"3 Floor, Narottam Complex, Bhuyangdev Cross Road",Gujarat,Ahmedabad,380061,079 - 27450148,dr.atul@rediffmail.com
Dr B G Rudrappas Hospital,"No. 5 Raja Ram Mohan Roy Cross Road, Bangalore-560 025",Karnataka,Bengaluru,560025,080 - 22278788 / 22106688 / 22106699,RUDRAPPAHOSPITAL@GMAIL.COM
Dr B Jawahar Nursing Home ,DOOR NO: 2-59/A,Andhra Pradesh,Chimakurthi,523226,8125779477,INSURANCE.JAWAHARHOSPITAL@GMAIL.COM
Dr B K Memorial Hospital,75 (88) MB Road Near Nimta High School,West Bengal,Kolkata,700049,25136590,bkmemorial.mediclaim@gmail.com
Dr Bade Hospital Surgical And Maternity Home,"Savedi Road, Oppo. Hotel Oberoi",Maharashtra,Ahmednagar,414001,0241-2424929,dr.badehospital@gmail.com
Dr Bagewadis Eye And Dental Care Centre,"# 1354, Basavan Street, Near Ramlingkhind, Belgaum",Karnataka,Belagavi,590002,9845272290,GURUNES@REDIFFMAIL.COM
Dr Bajaj Eye Hospital Pvt. Ltd.,A-1/1 1ST FLOOR NATHU COLONY CHOWK SHAHDRA DELHI,Delhi,Delhi,110093,1122803943,
Dr Balabhai Nanavati Hospital,S.V. Road Vile Parle (West),Maharashtra,Mumbai,400056,9892733953,CORPORATE.HELPDESK@NANAVATIHOSPITAL.ORG
Dr Bansal Hospital,Mumbai Pune Road Dehuroad,Maharashtra,Pune,412101,020 - 27671479 / 27674575,bansalhospital1985@gmail.com
Dr Bapayee Hospital,"Behind Ndcc Bank, Old Agra Road, Near Cbs",Maharashtra,Nashik,422001,0253 - 2506505 / 2509421,drbapayehospital@rediffmail.com
Dr Bc Roy Hospital,"Banbishnupur, Balughata, Haldia",West Bengal,Haldia,721657,03224 - 269053 / 269048,bcrh_07@yahoo.co.in
Dr Bedi Nurssing Home,Ho No 181 -Sectore -33 Chandigarh,Haryana,Chandigarh,160020,9814523344,INSURANCE.BEDIHOSPITAL@GMAIL.COM
Dr Bethune Nursing Home,MANGAMURU ROAD ONGOLE,Andhra Pradesh,Ongole,523002,9550101955,BETHUNENURSINGHOME1@GMAIL.COM
Dr Bhanushali Hospital,Kaushalya Shivaji Path Thane (W),Maharashtra,Mumbai,400601,9769257021,BHANUSHALI.HOSPITAL@GMAIL.COM
Dr Bhatias Hospital,"Shraddha village road bhandup Bhandup(west) Mumbai, Maharashtra",Maharashtra,Mumbai,400078,25665544,DRBHATIAHOSP@GMAIL.COM
Dr Bhatias Ruby Hospital,"1st Floor Arunoday Tower, S.P.S Marge Kokan Nagar, Bhandup (west)",Maharashtra,Mumbai,400078,022 - 25946132,drbhatiarubyhosp@gmail.com
Dr Bhats Eye Hospital,"Vijaya Complex, No.1, M.T.H. Road, Ambattur",Tamil Nadu,Chennai,600053,044 - 26581566 / 26581562,manjunathprakash@gmail.com
Dr Bhoomi Reddy Hospital,"Civil Hospital Road, Karimnagar, Karimnagar",Telangana,Karimnagar,505001,0878 - 2260801,BHOOMREDDYKNR@GMAIL.COM
Dr Bimal Hospital And Research Centre Pvt Ltd,"Raj Ballav Singh Dwar,Aadarsh Colony,Narayan Path,Near Saugana More,Bailey Road",Bihar,Patna,801503,7070931814,CORPORATE.BHRCLIVERHOSPITAL@GMAIL.COM
Dr Binus Sunrise Eye Care,OPP. SREEPURAM EM SCHOOL,Kerala,Kannur,670004,9072727016,SUNRISEEYECARE15@GMAIL.COM
Dr Bothras Hospital,Ramakrishna Building 1st Floor Gadav Nakabhandup (W) V,Maharashtra,Mumbai,416002,022 - 25956516,K.BOTHRA@YAHOO.CO.IN
Dr C B Vaidya Memorial Hospital,"OPP. CITY POST OFFICE,, TILAK CHOWK,Kalyan West",Maharashtra,Mumbai,421301,2201220,SSVAIDYAHEALTHCARE@GMAIL.COM
Dr Chaudhary Hospital And Medical Research Centre Pvt Ltd,473 SECTOR-4 HIRAN MAGRI,Rajasthan,Udaipur,313002,2465566,INFO@CHAUDHARYHOSPITAL.IN
Dr Chaudhrys Moral Hospital,"C-1/2 A & C-1/1 A,DELHI",Delhi,New Delhi,110053,22914355,moralhospital@gmail.com
Dr Chauhan Sanjeevani Hospital               ,"NH-14-C BLOCK, GAMMA GREATER NOIDA,",Uttar Pradesh,Noida,201308,4515191,DCSHOSPITAL@GMAIL.COM
Dr Chidambaram Memorial Hospital,"No.10 Valluvar North Street , Jaihindpuram 2nd Main Road",Tamil Nadu,Madurai,625011,4522672625,DR.CMH2009@GMAIL.COM
Dr Chidgupkar Hospital Pvt Ltd ,"190, Budhwar Peth, Samrat Chowk",Maharashtra,Solapur,413002,0217 - 2326841,CHPLSOLAPUR@REDIFFMAIL.COM
Dr D B Sarkar Eye Hospital Pvt Ltd,RRN Road,West Bengal,Cooch Behar,736101,9932063507,DBSARKAREYEHOSPITAL@GMAIL.COM
Dr D Y Patil Hospital And Research,"Sector -05 Nerul, Nerul ( East)",,,400706,8424028164,DYPATILBILLING2018@GMAIL.COM
Dr Daljit Singh Eye Hospital,"No.1, Radha Soami Road, Majitha Road Chowk Opposite Nirmal Swamy Satsung, The Mall",Punjab,Amritsar,143001,0183 - 2551600 / 2557260,ranjit@daljiteye.com
Dr Das Hospital,"2Nd , 3Rd, 4Th, 6Th Floor, Gagangiri",Maharashtra,Mumbai,400071,25282101,DRDASTPA@GMAIL.COM
Dr Deshpandes Ashirwad Hospital,Maratha Section Near Jijamata Udyan,Maharashtra,Mumbai,421004,0251 - 2587006 / 6963745,deoredrvijay@gmail.com
Dr Dilip Hospital,"765, Sector 28,  Opposite Sector 29 Petrol Pump",Haryana,Faridabad,121002,4086357,DRDILIPHOSPITAL@GMAIL.COM
Dr Doctor Today Hospital,"5-L/2BP RAILWAY RAOD , NIT FARIDABAD,  PINCODE-121001",Haryana,Faridabad,121001,1294012180,TPA@DOCTORTODAYINDIA.COM
Dr Dole General Hospital,"At Post Narayangaon, Tal - Junnar, Dist. Pune",Maharashtra,Narayangaon,410504,02132 - 242058 / 242140,sandeepdole@yahoo.co.in
Dr Dukles Hospital And Research Centre,"Ximer, Candolim Bardez",Goa,Goa,403515,"832-2489190, 2276133",
Dr Futelas Hospital,"Nainital Road, Udham Singh Road, Uttaranchal, rudrapur",Uttarakhand,UDHAM SINGH NAGAR,244713,9927052251,FUTELAHOSPITAL@GMAIL.COM
Dr G C Hospital,"NO:31,",Tamil Nadu,Karur,639001,9843030103,GCHOSPITAL2001@MAIL.COM
Dr G D Pol Foundation General Hospital,"Institutional Area Plot-18, Sector-4, Kharghar, Navi Mumbai",Maharashtra,Navi mumbai,410210,"9975164495, 9137445201",GDPFMEDICLAIM@GMAIL.COM
Dr G S Randhawa Eye Hospital And Lasik Center,"46, DHALIWAL COLONY, PATIALA , 147001",Punjab,Patiala,147001,2213444,DRRANDHAWA123@GMAIL.COM
Dr G Viswanathan Hospitals,A1/A2 Trichy-Chennai Trunk Road,Tamil Nadu,Trichy,620005,403123440312354000000,TRICHYGVNMS@GMAIL.COM
Dr Gadgils Eye Hospital,"Ground Floor, Shreyas Apartment, ",Maharashtra,Mumbai,400604,9820017487,DRGADGILEYEHOSPITAL94@GMAIL.COM
Dr Gaikwad Hospital,"Ananda Heights, Pune Nasik Road, Bhosari",Maharashtra,Pune,411039,9373972886,DRANUGAIKWAD@YAHOO.CO.IN
Dr Gajare Children Hospital,"Savarkar Nagar, Near Daund College",Maharashtra,Daund,413802,9075316601,BHARATGAJARE2011@GMAIL.COM
Dr Gc Gupta Hospital,"372-373 Huda, Phase-1, Sector-11-12, Panipat",Haryana,Panipat,132103,0180 - 2662653 / 2651727 / 2697848 / 2662706,drgcgupta@gmail.com
Dr Gizare Maternity Hospital,"# 1171/B Shivaji Road, Near Anupam Hotel",Karnataka,Belagavi,590002,0831 - 2425944,dattagizare@yahoo.com
Dr Godboleas Heart Care Hospital,"Mg Road, Naupada, Opp. Saraswati Marathi School, Thane(W)",Maharashtra,Mumbai,400602,9920108371,TPA.HEARTCAREHOSPITAL@GMAIL.COM
Dr Gosavi Balrog Hospital,"Shastry nagar Khopoli, Khopoli, Maharashtra-410203",Maharashtra,Khopoli,410203,2192-267117,DRAMOLGOSAVI2@GMAIL.COM
"Dr Gouda Ramesh Ear,Nose,Throat Centre","7-1-64,Balasamudram",Telangana,Hanamkonda,506001,9177812783,INSURANCE.GOUDARAMESHENT@GMAIL.COM
Dr Goyals Children And Gen Hospital,"B-01, B-02, B-03, A-04, Ec-36, Sai Aagan, Evershine City, Vasai(E)",Maharashtra,Mumbai,401208,0250 - 2460770 / 3059262,dranilgoyal1969@gmail.com
Dr Gupta Nursing Home And Hospital,"# 25, Raj Block, Naveen Shahdara",Delhi,New Delhi,110032,011 - 22322218 / 22321622,DGNH.1973@GMAIL.COM
Dr Hardas Singh Ortho Hospital&Super Speciality Research Centre,"#882, Circular Road, Amritsar",Punjab,Amritsar,305001,0183 - 2223620,parvindersandhu@hotmail.com
Dr Harish Hospital,"701, Sector 8 , Faridabad",Haryana,Faridabad,123401,7988238833,DR_HARISH701@YAHOO.IN
Dr Hedgewar Rugnalay,"GARKHEDA,SAMBHAJI NAGAR,AURANGABAD-431005",Maharashtra,Aurangabad,431005,7769887023,WELLNESS@HEDGEWAR.ORG
Dr Hr Smart Vision Eye Hospital,16-2-73;POGATHOTA;VENKATA RAMANA HOTEL LANE ;NELLORE:524001,Andhra Pradesh,Nellore,524001,2311141,SMARTVISIONHR2021@GMAIL.COM
Dr Huilgol City Hospital Surgical  And  Maternity Home,HUBLI ROAD,Karnataka,Gadag,582103,238074,DRHUILGOLCITYHOSPITAL@GMAIL.COM
Dr Isaac Bone And Joint Speciality Hospital,"25/38-1,2,3",Tamil Nadu,Maarthandam,629165,9445898310,ISAACORTHOHOSPITAL@GMAIL.COM
Dr J H Meharwade Eye Care Centre,"4TH CORSS VIVEKANANDA ROAD, NEAR CHETNA CANTEEN MASARI GADAG",Karnataka,Gadag,582101,2277184,CONTACT@DRMEHARWADEEYECARE.COM
Dr Jacobs Eye Care Hospital,Palarivattom Ernakulam,Kerala,palarivattom,682025,0484 4067775/6,ADMINISTRATOR@JACOBSEYECARE.IN
Dr Jadhav Nursing Home,"Opp. Octroi Naka, Roha-Kolad Road, Trimurthi Nagar, Dhamkhadi",Maharashtra,Roha,402109,233232,ASHOKJADHAVCT123@YAHOO.IN
Dr Jales Life Care Hospital,"NEAR KAILASH ASHRAM , MODEL TOWN, ROHTAK",Haryana,Rohtak,124001,280700,LCHTPAROHTAK@GMAIL.COM
Dr Jayant Shahs Hospital,"Santram Socitey,",Gujarat,Nadiad,387001,2550132/2550151,DRCHETANJSHAH@GMAIL.COM
Dr Jeyasekharan Hospital And Nursing Home,"1159, K.P. Road, Nagercoil, Kanyakumari- 629003",Tamil Nadu,NagerCoil,629003,9842136282,NDJHPREAUTH@GMAIL.COM
Dr Joglekar S Abhyuday Maternity Home,Prerna Building no.1,Maharashtra,Mumbai,401303,2503737/2508350,CASHLESSABHYUDAYMATERNITYHOSPITAL@GMAIL.COM
Dr Jyothis Health Care Pvt Ltd,"A 22, Block 8, Dr. Rajkumar road JSS LAYOUT SHAKTHI NAGAR POST",Karnataka,Mysuru,570029,0821-2475869/2475869,drjyothishealthcare@yahoo.com
Dr K C Sachdeva Hospital,"Sector 12 , Karnal, Main Urban Estate Road, Near Mela Ram School",Haryana,Karnal,132001,9813069222,SANDEEP1130@GMAIL.COM
Dr K H Jituri Hospital,"Hosur Cross , Hubli",Karnataka,Hubballi,580021,0836 - 2372811 / 2371811,JITURIHOSPITAL@YAHOO.CO.IN
Dr K K Nagar Hospital,"Plot No 317, Model Town, Near Shishu Shala School, Rewari",Haryana,Rewari,123401,221717,DRNAGARHOSPITAL@GMAIL.COM
Dr K Narasimhaiah Hospital,"4th Main, Gandhi Nagar, Tumkur",Karnataka,Tumkur,572102,0816 - 2273211,drknsudheer800@gmail.com
Dr Kamakshi Memorial Hospital,"No. 01, Radial Road, Pallikaranai, Chennai",Tamil Nadu,Chennai,600100,4466300300,INSURANCE@DRKMH.COM
Dr Kamdars Nursing Home,"Rizvi Nagar, Corner Of S.V. Road & Milan Sub-Way, Santacruz (West)",Maharashtra,Mumbai,400054,022-6126699 / 6121582,KAMDARNURSINGHOME@GMAIL.COM
Dr Kandois Ashirwad Hospital,Almas Mansion S V P Road  New Colony  Ambernath (W)  Thane,Maharashtra,Mumbai,421501,9822031683,manojkandoi1971@gmail.com
Dr Kandois Ashirwad Hospital,"Ganesh Ashish apartment, Vadavali section",Maharashtra,Mumbai,421501,2606766,DRKANDOI@YAHOO.CO.IN
Dr Kapurs The Healing Touch Eye Centre,"D-8, Vikaspuri, Near D Block Arya Samaj Mandir",Delhi,New Delhi,110018,011 - 28535083 / 45623722,THTEYECENTER2006@GMAIL.COM
Dr Karam Singh Memorial Orthopaedic Hospital And Research Centre,"16 Doctor Avenue , Near Khala Mala Chowk , Circular Road",Punjab,Amritsar,143001,9872873685,DRGURI@HOTMAIL.COM
Dr Karvekar Hospital And Fertility Clinic,"6, N G MILL HOSG, SOC. HOTAGI ROAD",Maharashtra,Solapur,413005,,
Dr Katti Hospital,"Bendigeri Layour, Laxmi Nagar, Extension Bagalkot",Karnataka,Bagalkot,587101,8867120078,KATTIHOSPITAL@GMAIL.COM
Dr Khade Superspeciality Hospital,"BIJA COMPLEX, 1ST FLOOR, NEAR CHAKAN S.T STAND, OLD PUNE-NASHIK ROAD, TAL KHED, CHAKAN",Maharashtra,Chakan,410501,02135-249220/9762879295/9850420210,dr.ks.hospital2013@gmail.com
Dr Khandekar Accident Clinic,"Narth Krupa, Plot no-2, Road No-1, Sector-1",Maharashtra,Raigad,410206,27460778,KHANDEKARACCIDENTCLINIC25@GMAIL.COM
Dr Khonas Ent Hospital,"Gala Manor, 1st Floor , NS Rd, above Silver Hardware,",Maharashtra,Mumbai,400080,25665547,KHONADHANRAJ@GMAIL.COM
Dr Khunger Eye Care And Research Centre Pvt Ltd,"1109, Near Post Office Opposite Pnb, Ramganj, Beawer Road",Rajasthan,Ajmer,305001,0145 - 2442000,INFOAJMER@CENTREFORSIGHT.NET
Dr Kirans Eye Hospitals,"MIG-88, Road No.1",Telangana,Hyderabad,500072,7997054567,INSURANCE.DRKIRANSEYEHOSPITAL@GMAIL.COM
Dr Kolwakars Galaxy Hospital,Near Severina Garden,Goa,Goa,403507,8380065973,DRKOLWALKARGALAXYHOSPITAL@GMAIL.COM
Dr Kota Reddy Hospital,"Main Raod, Kandakuru, Praksham , Kandukuru",Andhra Pradesh,Prakasam,500034,08598 - 222800,cashless.kotareddyhospital@gmail.com
Dr Kothari S Eye Hospital And Kothari Maternity Home,Patel Circle,Rajasthan,Udaipur,313001,8560023382,DRANILKOTHARI@HOTMAIL.COM
Dr Kulurs Hospital,Sahyagiri  Nonghan Thane  Vasai (W),Maharashtra,Mumbai,421306,0250 - 2334101,doctorraghuram@gmail.com
Dr Kumaraswamy Health Centre,"Perumalpuram, Kottaram Post, Perumalpuram, Kottaram Post",Tamil Nadu,Kanniyakumari,629703,9443182938,KHCIMC@YAHOO.CO.IN
Dr Kumars Ortho Clinic,"No – 16, 6thcross Street, New Colony, Chrompet",Tamil Nadu,Chennai,600001,9444046115,DRKUMARSORTHOCLINIC@YAHOO.IN
"Dr Kurmis Multispeciality Hospital And Diagnostic Centre, ","Uttam Villa Opp D.M. School Daulat Nagar Borivali (E), Mumbai, Maharashtra-400068",Maharashtra,Mumbai,400068,7977317163,DINESHKURMI2@GMAIL.COM
Dr L H Hiranandani Hospital,Hillside Avenue Hiranandani Gardens Powai Mumbai,Maharashtra,Mumbai,400076,9833427297,TPADESK@HIRANANDANIHOSPITAL.ORG
Dr Laxmans Children Hospital,"Main Road, Shapurnagar",Telangana,Hyderabad,500055,9848649952,DRLAXMAN_GARLAPATI@YAHOO.COM
Dr Loganathan Orthopaedic Hospital,"606/A, Mettur Main Road, Bhavani (Tk) Erode (Dt)",Tamil Nadu,Bhavani,638301,9842799864,MANLOGANATHAN@GMAIL.COM
Dr M L Dhawale Memorial Trusts Hospital,"S.T.Workshop, Boisar Road, Palghar",Maharashtra,Mumbai,401404,02525-256932/33,rhhsunita@gmail.com
Dr M L Gupta Memorial Centre,"B P 5e/4 Railway Road, Nit Faridabad",Haryana,Faridabad,121001,0129 - 2416566 / 4034933 / 4035933 / 4036933,drml.gupta@yahoo.com
Dr Madrewar Chest And Genral Hospital,"Shubh Compl aov Axis Bank , Seto No-1",Maharashtra,Pune,411026,8888408707,DRMADREWARHOSPITALINSURANCE@GMAIL.COM
Dr Mahajans Hospital And Industrial Trauma Centre,"  R-831, T.T.C., ",Maharashtra,Mumbai,400708,27691677,mahajanpv@hotmail.com
Dr Makan Surgical Maternity And Accident Hospital,"Ganganagar, Sangavi, Pune",Maharashtra,Pune,411027,020 - 27281175 / 27280278 / 9822057029,drpmakan@yahoo.co.in
Dr Malas Hospital,"No. : 112A, Trichy Road",Tamil Nadu,Trichy,621306,8870708345,DRMALASHOSPITAL@GMAIL.COM
Dr Malathi Manipal Hospital,"45/1, 45th Cross, 9th Block, Jayanagar",Karnataka,Bengaluru,560069,8040091428,COLLECTION.MMH@MANIPALHOSPITALS.COM
Dr Malwankars Romeen Nursing Home,"Gr. Floor, Goutam Dham Gaodevi Road Bhandup",Maharashtra,Mumbai,400078,25942020,romeenmalwankar@gmail.com
Dr Mane S Ashwini Hospital,"Sector 7 , Kharghar",Maharashtra,Navi mumbai,410210,9820775297,DRSANJAYMANE824@GMAIL.COM
Dr Manishas Sparshad Nursing Home,"D WING, SRISHTI BUILDING,1ST & 2ND FLOOR,BHANDUP, Maharashtra - 400078",Maharashtra,Mumbai,400078,25948769,SPARSHADNHOME@GMAIL.COM
Dr Manju Kulkarni Hospitals,New No.18 Nowroot Road East West Lane,Tamil Nadu,Chennai,600031,44-26427752/ 42857873,manju_anamtmay@yahoo.co.in
Dr Manpreets Global Eye Hospital,"SCF 36, OPP GURUDWARA SINGH SABHA, SST NAGAR, RAJPURA ROAD, PATIALA",Punjab,Patiala,147001,9814625542,DRMANPREET09@YAHOO.COM
Dr Mehta Advance Orthopediac Center,"Pasaydan Near TMC Building Panchpakhadi, Thane (W) -602 Thane",Maharashtra,Mumbai,400602,9819167662,SUBODH.METHA@REDIFFMAIL.COM
Dr Mehta Eye Care,"5/E08 , B.P Railway Road, Near Neelam Chowk N.I.T",Haryana,Faridabad,121001,129-2410231/2410119,ASTEREYECAREFBD@GMAIL.COM
Dr Mekhales Dhanvantri Hospital,Khardeo Nagar,Maharashtra,Mumbai,400071,25200451 / 25211918,DRMEKHALE@GMAIL.COM
Dr Mohans Diabetes Specialities Centre Pvt Ltd,"No 6, Conran Smith Road, Gopalapuram, Near Sathyam Theatre",Tamil Nadu,Chennai,600086,4443968888,INSURANCE@DRMOHANS.COM
Dr Mohites Aarogyadhan Hospital,Rajdhani Apt. Kisan nagar No. 02 Wagle estate Thane West balsara cmpnay 400604,Maharashtra,Mumbai,400604,022-65850025,AAROGYADHAN2016@GMAIL.COM
Dr Muthus Hospital Private Limited,"No 281 Sathy Main Road, ",Tamil Nadu,Coimbatore,641035,4953222,DRMUTHUSSSHINSURANCE@GMAIL.COM
Dr N B Patil Hospital,MULGUND NAKA,Karnataka,Gadag,582103,236288/237778,DRNBPATILHOSPITAL@GMAIL.COM
Dr Nagalakshmi Speciality Hospital ,"8/700 GANDHI ROAD, PRODDATUR , KADAPA ",Andhra Pradesh,PRODDATUR,516360,251336,HARISHKUMARGASTRO@GMAIL.COM
Dr Nairs Hospital,Asramam Kollam,Kerala,Kollam,691002,9995440489,INSURANCE@DRNAIRSHOSPITAL.COM
Dr Nanda S Eye Care Centre,"A-200 , Sec 8 , Dwarka",Delhi,New Delhi,110075,9811079895,ROHITNANDA@YAOO.COM
Dr Naresh Hospital And Heart Centre,"Kacha College Road Barnala, Barnala",Punjab,BARNALA,148101,230838/234601,NARESHDRGOEL@GMAIL.COM
Dr Navare Hospital,Dr. Navare Hospital Bkg. Rd.,Maharashtra,Kankavli,416602,2367-232283,drnavarehospital@rediffmail.com
Dr Nerurkars Harish Nursing Home,"B-104, 105, 1st Floor, Prithvi Vandan Co-Operative Hsg.Soc., Opp.N.M.Joshi Marg Police Station, Delisle Road, Parel",Maharashtra,Mumbai,400013,022 - 23094234,drdjn_harishnh@rediffmail.com
Dr Nihar Munsi Eye Foundation,"1/3dover Place Kolkata, 1/3dover Place Kolkata",West Bengal,Kolkata,700019,3324619844,NMIASPL@BSNL.IN
Dr Nsd Rajus Eye Hospital And Research Centre,"Tripunithura Road, Vytilla",Kerala,Cochin,682019,0484 2301922,CONTACT@NSDEYEHOSPITAL.IN
Dr Ntr Gastro Care Pvt Ltd,"29-14-51, Pushpa Hotel Centre, Praksham Road, Vijayawada, Vijayawada",Andhra Pradesh,Vijayawada,520002,9490342345,HARINIHOSPITALS@YAHOO.COM
Dr Nukapur Hospital,"Sharada Talkies Road, Ksrtc Bus Stand",Karnataka,Kolar,563101,08152 - 320444 / 320555 / 401764,nukapurhospital@gmail.com
Dr Nutan Shah Eye Hospital And Advanced Phaco Centre,"1, Devdeep Complex, Delux Cross, Nizampura, Vadodara",Gujarat,Vadodara,390002,0265 - 2783092 / 2783397,shahsbin2000@yahoo.com
Dr Om Parkash Eye Institute Pvt Ltd,"117-A, The Mall, Amritsar , Punjab",Punjab,Amritsar,143001,8322211281,TPADOEI@GMAIL.COM
Dr P Siva Reddy Eye Hospital,"3-5-886, Himayat Nagar Near Old M.L.A",Telangana,Hyderabad,560054,40-40171727,PSREYE@GMAIL.COM
